Technique,NoisePercent,ProjectsPerSeed,Seeds,MeanGlobalSeedAPFDc,SDGlobalSeedAPFDc,SEGlobalSeedAPFDc,CI95LowGlobalSeedAPFDc,CI95HighGlobalSeedAPFDc,MeanGlobalSeedAPFD,SDGlobalSeedAPFD,SEGlobalSeedAPFD,CI95LowGlobalSeedAPFD,CI95HighGlobalSeedAPFD,Projects,CrossProjectMeanAPFDc,CrossProjectMedianAPFDc,CrossProjectSDAPFDc,CrossProjectQ1APFDc,CrossProjectQ3APFDc,CrossProjectIQRAPFDc,CrossProjectMinAPFDc,CrossProjectMaxAPFDc,CrossProjectMeanAPFD,CrossProjectMedianAPFD,CrossProjectSDAPFD,CrossProjectQ1APFD,CrossProjectQ3APFD,CrossProjectIQRAPFD,CrossProjectMinAPFD,CrossProjectMaxAPFD,Projects_CleanRelative,MeanDeltaAPFDc,MedianDeltaAPFDc,SDDeltaAPFDc,MinDeltaAPFDc,MaxDeltaAPFDc,APFDcDegradedProjects,APFDcTiedProjects,APFDcImprovedProjects,APFDcRetentionDefinedProjects,MeanRetentionPctAPFDc,MedianRetentionPctAPFDc,MeanDegradationPctAPFDc,MedianDegradationPctAPFDc,MeanDeltaAPFD,MedianDeltaAPFD,SDDeltaAPFD,MinDeltaAPFD,MaxDeltaAPFD,APFDDegradedProjects,APFDTiedProjects,APFDImprovedProjects,APFDRetentionDefinedProjects,MeanRetentionPctAPFD,MedianRetentionPctAPFD,MeanDegradationPctAPFD,MedianDegradationPctAPFD
LightGBM,10,24,30,0.64704324960536996,0.024821399769130153,0.0045317468541353689,0.63777478660865072,0.6563117126020892,0.71403304468222994,0.024191982846980764,0.0044168315720231376,0.70499960982682064,0.72306647953763925,24,0.64704324960537007,0.6439555015269175,0.14827194680346364,0.53622264506616335,0.76844586493386347,0.23222321986770011,0.34574491883103692,0.95696240904297858,0.71403304468222994,0.73720277602963646,0.12402630297992591,0.62309350350821624,0.80278862384457716,0.17969512033636093,0.43573232323232319,0.95659809933689155,24,-0.11501659462346671,-0.10928831849521886,0.13600527085910419,-0.55969891233053226,0.044614866220612726,19,0,5,24,86.21284543819111,86.775429158267997,13.787154561808888,13.224570841731996,-0.15645279161546452,-0.14796745555628826,0.14364962885315014,-0.53491161616161631,0.22459374227704249,23,0,1,24,83.734164497628342,84.174042529377289,16.265835502371662,15.825957470622715
LightGBM,15,24,30,0.6277217301690291,0.026196900460999574,0.0047828777730689843,0.61793964677285074,0.63750381356520747,0.68907706784676859,0.023726180716217262,0.0043317881272387573,0.68021756636550135,0.69793656932803583,24,0.6277217301690291,0.62975655788811336,0.14046107512424386,0.52918603115300822,0.74439666105045477,0.21521062989744655,0.31248817532991868,0.93580988434530565,0.68907706784676848,0.67978255291359657,0.12401694099609541,0.60802540563878471,0.79839872063040396,0.19037331499161925,0.39695391414141412,0.94078026143321924,24,-0.13433811405980747,-0.12895393426840851,0.13655461799406143,-0.59295565583165055,0.047880778286023107,20,0,4,24,83.743671277217004,81.42573762215514,16.256328722782985,18.574262377844867,-0.18140876845092588,-0.1665383270368494,0.14450302920827676,-0.57369002525252533,0.22183354335911115,23,0,1,24,80.826961261715653,82.883003341259851,19.173038738284358,17.116996658740153
LightGBM,20,24,30,0.59875186724198803,0.027036981215265474,0.00493625483281478,0.58865609253679441,0.60884764194718166,0.65398422273938983,0.025736323996866595,0.004698788400115117,0.64437412142136508,0.66359432405741459,24,0.59875186724198803,0.59426854048506628,0.13350103277664926,0.51262021028385918,0.68002492973887052,0.16740471945501134,0.30371492083353802,0.91159555994784125,0.65398422273938983,0.66703323954959326,0.12912782205473164,0.58004076506755542,0.75156054243337622,0.1715197773658208,0.36190025252525237,0.92146096946976963,24,-0.16330797698684862,-0.16239805816685493,0.15254609692063922,-0.60172891032803122,0.06416746197996237,22,0,2,24,80.42460603320238,78.96404060795156,19.57539396679763,21.035959392048447,-0.21650161355830458,-0.20556751841243159,0.16388287208992777,-0.60874368686868707,0.2418007509219961,23,0,1,24,77.119405755310993,77.460842146134652,22.880594244689004,22.539157853865348
LightGBM,25,24,30,0.57268970698511734,0.030760823219811589,0.005616132254973167,0.56120342682310864,0.58417598714712604,0.63035299976462356,0.028084721976007549,0.0051275452491734656,0.61986599222963723,0.64084000729960988,24,0.57268970698511723,0.56614237725475225,0.12317204778429683,0.49619257941861045,0.6347124418757355,0.13851986245712505,0.30952408416038402,0.89306911959189805,0.63035299976462345,0.64062241659915875,0.12637041218762049,0.55449917683677508,0.71606819886381712,0.16156902202704204,0.37503156565656559,0.90062944753351404,24,-0.1893701372437194,-0.17983783177342272,0.16074088068144143,-0.59591974700118522,0.060886401653571953,23,0,1,24,77.292106963869273,76.86150227639817,22.707893036130738,23.13849772360183,-0.24013283653307091,-0.22073333785206373,0.16483814791028692,-0.59561237373737386,0.20622206127175852,23,0,1,24,74.366447421272923,74.596825343726024,25.63355257872708,25.403174656273976
LightGBM,30,24,30,0.547930014181926,0.028351217003987024,0.0051762003619359089,0.53734349576807661,0.55851653259577538,0.59894417997500005,0.022962870881127848,0.0041924274555574176,0.59036970307040304,0.60751865687959705,24,0.547930014181926,0.53912276624820676,0.11791636180903663,0.49314857832686848,0.57918673738933235,0.08603815906246387,0.2569857833251985,0.86189818945442032,0.59894417997500005,0.59917784784821904,0.12578212492115107,0.54299133893155704,0.68397155416935917,0.14098021523780213,0.30613952020202012,0.87190744779074858,24,-0.21412983004691064,-0.1966919476116222,0.16960414652721514,-0.64845804783637073,0.019168930215936908,22,0,2,24,74.267599803292399,74.130840671735342,25.732400196707601,25.869159328264665,-0.27154165632269439,-0.2480821458925605,0.16293105311626491,-0.66450441919191938,0.15232200801245038,23,0,1,24,70.567204327647332,71.086453427042116,29.432795672352668,28.913546572957884
LightGBM,40,24,30,0.49836878505429211,0.025234392564274621,0.0046071486774646141,0.48894610801342897,0.50779146209515524,0.54278425678180897,0.029309850879441702,0.00535122216126095,0.53183977859596065,0.55372873496765729,24,0.49836878505429211,0.49432996776863458,0.086975329591158487,0.44521650031721133,0.53681941371338526,0.091602913396173935,0.28705390146397952,0.76740705907677242,0.54278425678180897,0.55380838734707249,0.10400181784482529,0.46772634521188949,0.59220888767791491,0.12448254246602541,0.3035195707070707,0.78927924539139283,24,-0.26369105917454461,-0.23824330697154622,0.17695219788926936,-0.61838992969758966,0.0053753807869888481,22,0,2,24,68.260499194877838,70.129208482596511,31.739500805122162,29.870791517403497,-0.32770157951588536,-0.32476838475666325,0.16536808281409085,-0.66712436868686875,0.14556692827815904,23,0,1,24,64.371799213880536,63.377253179969365,35.628200786119464,36.622746820030628
LightGBM,50,24,30,0.43247622063835356,0.025332120009521626,0.0046249911862143262,0.42301705156970554,0.44193538970700158,0.4566210255253117,0.036025771973994578,0.0065773759872314154,0.44316878118877417,0.47007326986184922,24,0.4324762206383535,0.45193764034621436,0.065744275507695529,0.39374540755035381,0.48473598692025971,0.0909905793699059,0.2766627413786536,0.50226379443799973,0.45662102552531164,0.4657024178259539,0.080367928259459154,0.4015587798230853,0.50780033339356268,0.10624155357047738,0.28860479797979788,0.65173469387755101,24,-0.32958362359048315,-0.35047702901238253,0.20305728329378867,-0.62878108978291558,-0.027855714247540075,24,0,0,24,60.391998963609204,56.456534909649832,39.608001036390796,43.543465090350168,-0.4138648107723828,-0.42200055385916946,0.1678119646531171,-0.68203914141414157,0.060811796500997717,23,0,1,24,54.548251852860737,53.959220708781231,45.451748147139263,46.040779291218769
NaiveBayes,0,24,30,0.61760336857343257,2.2584051416334807e-16,4.1232648001943564e-17,0.61760336857343245,0.61760336857343268,0.78629048097980525,2.2584051416334807e-16,4.1232648001943564e-17,0.78629048097980514,0.78629048097980536,24,0.61760336857343245,0.58211835026302983,0.16657986643652689,0.52198517022642021,0.76033982169971948,0.23835465147329926,0.2321999839984942,0.88392284372494567,0.78629048097980558,0.80891160975234566,0.13519742184973688,0.71637327838131271,0.86893065399723413,0.15255737561592142,0.39563825530212082,0.95280681406898082,24,0,0,0,0,0,0,24,0,24,100,100,0,0,0,0,0,0,0,0,24,0,24,100,100,0,0
NaiveBayes,5,24,30,0.57338104933765421,0.012961312147956155,0.0023664010127671079,0.56854121584117012,0.57822088283413831,0.8043322015096861,0.014679822544019068,0.0026801566491773724,0.79885066568522944,0.80981373733414275,24,0.57338104933765421,0.55488068310060545,0.13788993140773928,0.49788595813211112,0.67971976553810198,0.18183380740599087,0.33533751089653102,0.88169676581034218,0.80433220150968587,0.829754307537097,0.11769803079454624,0.75313336417132581,0.87054958196964249,0.11741621779831668,0.40442818397200148,0.949716247544801,24,-0.044222319235778192,-0.03217084122604924,0.10239746909950379,-0.30008143097821893,0.17880318814724502,14,0,10,24,96.07252342892717,95.273096867153811,3.9274765710728334,4.7269031328461946,0.01804172052988048,0.0096735178616141615,0.077672850494540702,-0.11825188371216044,0.21413089188369405,9,0,15,24,103.30365096467345,101.40258502116478,-3.3036509646734515,-1.4025850211647952
NaiveBayes,10,24,30,0.55829541806483252,0.02080493314688351,0.0037984437306450131,0.55052672835294425,0.56606410777672078,0.77169975598604401,0.024609651379062174,0.0044930870642168243,0.76251036113762471,0.78088915083446331,24,0.55829541806483263,0.54349594988586658,0.1260357174393506,0.44610197183581835,0.66152974666035536,0.21542777482453701,0.34242857065749133,0.77498785297240824,0.7716997559860439,0.78290805124517426,0.10911812010504818,0.73446489410469162,0.84477250171389406,0.11030760760920244,0.44923442392830149,0.94844035881009403,24,-0.059307950508599779,-0.063247413558075283,0.11942529647149536,-0.36912369392222016,0.1955457693020973,16,0,8,24,94.480545978099997,90.568742121698222,5.5194540218999988,9.4312578783017784,-0.014590724993761591,-0.0032269785576173882,0.086492997266495036,-0.19916351010101019,0.17955909911959445,13,0,11,24,99.459122264692724,99.63936901147342,0.54087773530726813,0.36063098852657405
NaiveBayes,15,24,30,0.54401519515392327,0.030224407919844969,0.0055181966683122948,0.53272921575677301,0.55530117455107353,0.73241703070576747,0.034543660564566002,0.0063067807033381469,0.71951821586486975,0.74531584554666519,24,0.54401519515392305,0.53257788865039746,0.11239338624375501,0.47242815902535529,0.62465312213423341,0.15222496310887812,0.3465785276723764,0.76697146998464905,0.73241703070576758,0.74606712244750273,0.11841492598107001,0.69102330968843073,0.81074522080734623,0.1197219111189155,0.5010349536640053,0.93852324209900839,24,-0.073588173419509226,-0.075093504622879004,0.13075712998527467,-0.33953450833291543,0.18366080206318122,17,0,7,24,92.676307308088198,89.201001789648757,7.323692691911809,10.798998210351247,-0.053873450274037914,-0.039620689464038905,0.11336886627514062,-0.30463197969543121,0.12441090247601916,16,0,8,24,94.747104028789025,95.09847768635953,5.2528959712109913,4.9015223136404691
NaiveBayes,20,24,30,0.54605958407504807,0.037051344098951826,0.0067646189829606131,0.53222438481336343,0.5598947833367327,0.71593554764442779,0.041042536138737144,0.0074933076201357711,0.70061001278210722,0.73126108250674837,24,0.54605958407504807,0.53607629653349242,0.10310655376558622,0.4844320314137267,0.6359928946981942,0.1515608632844675,0.3609008431516556,0.76140454412512615,0.71593554764442791,0.69241222614768039,0.10008024500743541,0.64307470457048899,0.80529069513064522,0.16221599056015623,0.56275123885134748,0.91818823733003685,24,-0.071543784498384277,-0.074410441214191381,0.12879610599652794,-0.31567152384512343,0.20912452984582022,18,0,6,24,93.450300612436877,89.520636527608104,6.5496993875631064,10.479363472391881,-0.070354933335377748,-0.065580678197293685,0.1149891790451875,-0.28990031052523857,0.17862827670750825,16,0,8,24,93.111694743543993,91.114175700572787,6.8883052564559977,8.8858242994272061
NaiveBayes,25,24,30,0.54146929020346113,0.039906348691540902,0.0072858691220079076,0.52656801470643122,0.55637056570049104,0.69391744985432469,0.043783531988950901,0.0079937427058658136,0.67756841032070581,0.71026648938794357,24,0.54146929020346113,0.52426128995295851,0.09945405565156866,0.49362264942469147,0.61331903796114273,0.11969638853645126,0.35844512689003388,0.75383746906859017,0.69391744985432469,0.67855092026244956,0.10648263030399223,0.6033669879495146,0.78177723571295743,0.17841024776344283,0.53395588223218915,0.8822014200539775,24,-0.076134078369971214,-0.067269618183067675,0.14371937049720843,-0.32694388215762615,0.16589728430641362,17,0,7,24,92.958114319135532,87.914374660691081,7.0418856808644543,12.085625339308924,-0.092373031125480828,-0.08522768090823496,0.12855031656435964,-0.27343570206883883,0.21002966265871414,17,0,7,24,90.449366156908013,89.771496308469821,9.5506338430919886,10.228503691530177
NaiveBayes,30,24,30,0.53771791302919758,0.043521506812442212,0.0079459036725964532,0.52146671530447219,0.55396911075392297,0.6688104524175229,0.041722854399940057,0.0076175161727836133,0.65323088254152062,0.68439002229352519,24,0.53771791302919769,0.51671802312065052,0.096674783448841742,0.48601556032979626,0.60397676661094879,0.11796120628115253,0.38478148737543738,0.74129590472904161,0.66881045241752302,0.66951090549064962,0.093270005982233756,0.60113205199363562,0.75547108421798692,0.1543390322243513,0.51570138079984462,0.82017006802721093,24,-0.079885455544234776,-0.076901178171019186,0.14564303762660857,-0.37618691477955435,0.18686420749386237,17,0,7,24,92.630367195120371,86.240958855017411,7.3696328048796369,13.759041144982589,-0.11748002856228261,-0.12608962713801158,0.14931835922208445,-0.35878651480219315,0.27424023577685053,19,0,5,24,88.00592592320784,83.52520580971219,11.994074076792154,16.47479419028781
NaiveBayes,40,24,30,0.52399602163780001,0.040547507988522878,0.0074029282586449679,0.5088553333246375,0.53913670995096252,0.60616719749141879,0.050212704889635286,0.0091675437138010653,0.58741746534240558,0.624916929640432,24,0.52399602163780001,0.53190759162516288,0.078084829572635919,0.47309489244494241,0.56103758298690543,0.08794269054196302,0.3958676165256198,0.72786965340995624,0.6061671974914189,0.59619063762411395,0.07857223921386812,0.57468444749189884,0.67374758481742747,0.099063137325528627,0.45331439393939382,0.74550609593968731,24,-0.093607346935632371,-0.090833218417016109,0.16804684415792628,-0.39596808698146696,0.26209878146906285,17,0,7,24,91.976948819047564,84.222620300548343,8.0230511809524163,15.777379699451654,-0.18012328348838672,-0.20008720175792377,0.15624288046407289,-0.3651934232837073,0.28366038478883604,22,0,2,24,80.362943429890052,75.754977909268547,19.637056570109948,24.245022090731464
NaiveBayes,50,24,30,0.49205191473019966,0.02995408018892573,0.005468841802931077,0.48086687736671058,0.50323695209368879,0.48939069935426621,0.042052644854124965,0.0076777273964525961,0.47368798369882703,0.50509341500970539,24,0.4920519147301996,0.49903224733128015,0.05484554052822542,0.46137903312389794,0.51229888934604162,0.050919856222143678,0.3905097590743502,0.62215227246893234,0.4893906993542661,0.48303729056867289,0.065938653290470745,0.44481352043183819,0.52991003075224263,0.085096510320404439,0.37612058080808081,0.67584357726128275,24,-0.12555145384323277,-0.10319726935726123,0.18041084499027171,-0.47361108150863568,0.22903920414275339,17,0,7,24,87.238035584818576,82.629651774364135,12.761964415181424,17.370348225635848,-0.29689978162553943,-0.31482787923319672,0.14676761994403201,-0.48502867985010184,0.091437209804556663,23,0,1,24,64.652046687661269,61.695317434964529,35.347953312338717,38.304682565035471
