Winner,Opponent,WinnerAverageRank,OpponentAverageRank,RankDifferenceAbs,WinnerCrossProjectMean,OpponentCrossProjectMean,WinnerMinusOpponentMean,NemenyiPValue,CriticalDifference,SignificantNemenyi
NaiveBayes,RandomForest,1.6666666666666667,2.5,0.83333333333333315,0.4920519147301996,0.44302347448760188,0.049028440242597726,0.11358109885511559,0.95742161329511855,False
NaiveBayes,XGBoost,1.6666666666666667,2.958333333333333,1.2916666666666667,0.4920519147301996,0.42675195619370981,0.065299958536489788,0.0029694369900498002,0.95742161329511855,True
NaiveBayes,LightGBM,1.6666666666666667,2.875,1.2083333333333333,0.4920519147301996,0.4324762206383535,0.059575694091846099,0.0065116825735871998,0.95742161329511855,True
